colour_id	divergences
3370.9800	type: XLS[shoes] DB[Shoes]
3371.1200	type: XLS[shoes] DB[Shoes]
3371.1400	type: XLS[shoes] DB[Shoes]
3371.1600	type: XLS[shoes] DB[Shoes]
3371.5600	type: XLS[shoes] DB[Shoes]
3371.9800	type: XLS[shoes] DB[Shoes]
4323.9900	color_basic: XLS[white] DB[White]
4523.5602	color_basic: XLS[Blue, Multi colour] DB[Blue, Multi Colour]
4527.5602	color_basic: XLS[Blue, Multi colour] DB[Blue, Multi Colour]
4550.1603	color_basic: XLS[Beige, Multi colour] DB[Beige, Multi Colour]
4560.1603	color_basic: XLS[Beige, Multi colour] DB[Beige, Multi Colour]
4570.1462	color_basic: XLS[Brown, Multi colour] DB[Brown, Multi Colour]
4570.1626	color_basic: XLS[Beige, Multi colour] DB[Beige, Multi Colour]
4570.5636	color_basic: XLS[Blue, Multi colour] DB[Blue, Multi Colour]
4570.9822	color_basic: XLS[Black, Multi colour] DB[Black, Multi Colour]
4590.1602	color_basic: XLS[Beige, Multi colour] DB[Beige, Multi Colour]
4590.5602	color_basic: XLS[Blue, Multi colour] DB[Blue, Multi Colour]
4610.9900	color_basic: XLS[white] DB[White]
4323K.9900	color_basic: XLS[white] DB[White]
4523K.5602	color_basic: XLS[Blue, Multi colour] DB[Blue, Multi Colour]
4527K.5602	color_basic: XLS[Blue, Multi colour] DB[Blue, Multi Colour]
4550K.1603	color_basic: XLS[Beige, Multi colour] DB[Beige, Multi Colour]
4560K.1603	color_basic: XLS[Beige, Multi colour] DB[Beige, Multi Colour]
4570K.1462	color_basic: XLS[Brown, Multi colour] DB[Brown, Multi Colour]
4570K.1626	color_basic: XLS[Beige, Multi colour] DB[Beige, Multi Colour]
4570K.5636	color_basic: XLS[Blue, Multi colour] DB[Blue, Multi Colour]
4570K.9822	color_basic: XLS[Black, Multi colour] DB[Black, Multi Colour]
4590K.1602	color_basic: XLS[Beige, Multi colour] DB[Beige, Multi Colour]
4590K.5602	color_basic: XLS[Blue, Multi colour] DB[Blue, Multi Colour]
4590K.9802	color_basic: XLS[black] DB[Black]
4610K.9900	color_basic: XLS[white] DB[White]
4810.9897	color_name: XLS[Black Off-White Suede Leather Mesh] DB[Black Off-White Suede Leather]
4810.5698	color_name: XLS[Blue Black Silver Suede Leather Patent] DB[Blue Black Silver Suede Leathe]
4810.9982	color_name: XLS[Off-White Multi Colour Suede Leather Nubuck] DB[Off-White Multi Colour Suede L]
4810.9819	color_name: XLS[Taupe Black Suede Leather Patent] DB[Taupe Black Suede Leather Pate]
4810K.9897	color_name: XLS[Black Off-White Suede Leather Mesh] DB[Black Off-White Suede Leather]
4810K.5698	color_name: XLS[Blue Black Silver Suede Leather Patent] DB[Blue Black Silver Suede Leathe]
4810K.9982	color_name: XLS[Off-White Multi Colour Suede Leather Nubuck] DB[Off-White Multi Colour Suede L]
4810K.9819	color_name: XLS[Taupe Black Suede Leather Patent] DB[Taupe Black Suede Leather Pate]
4901.9900	size_first: XLS[3] DB[0] | info: XLS[Cemented] DB[]
4901.1200	size_first: XLS[3] DB[0] | info: XLS[Cemented] DB[]
4901.9800	size_first: XLS[3] DB[0] | info: XLS[Cemented] DB[]
4901.0300	size_first: XLS[3] DB[0] | info: XLS[Cemented] DB[]
4901K.9900	size_first: XLS[3] DB[0] | info: XLS[Cemented] DB[]
4901K.1200	size_first: XLS[3] DB[0] | info: XLS[Cemented] DB[]
4901K.9800	size_first: XLS[3] DB[0] | info: XLS[Cemented] DB[]
4901K.0300	size_first: XLS[3] DB[0] | info: XLS[Cemented] DB[]
4900.9900	size_first: XLS[3] DB[0] | info: XLS[Cemented] DB[]
4900.1200	size_first: XLS[3] DB[0] | info: XLS[Cemented] DB[]
4900.9800	size_first: XLS[3] DB[0] | info: XLS[Cemented] DB[]
4900.0300	size_first: XLS[3] DB[0] | info: XLS[Cemented] DB[]
4900K.9900	size_first: XLS[3] DB[0] | info: XLS[Cemented] DB[]
4900K.1200	size_first: XLS[3] DB[0] | info: XLS[Cemented] DB[]
4900K.9800	size_first: XLS[3] DB[0] | info: XLS[Cemented] DB[]
4900K.0300	size_first: XLS[3] DB[0] | info: XLS[Cemented] DB[]
4621.1537	closure: XLS[LACE, ZIPPER] DB[LACE]
4621.5637	closure: XLS[LACE, ZIPPER] DB[LACE]
4621.9837	closure: XLS[LACE, ZIPPER] DB[LACE]
4621.8037	closure: XLS[LACE, ZIPPER] DB[LACE]
4621.1237	closure: XLS[LACE, ZIPPER] DB[LACE]
4571.1537	closure: XLS[LACE, ZIPPER] DB[LACE]
4571.5637	closure: XLS[LACE, ZIPPER] DB[LACE]
4571.9837	closure: XLS[LACE, ZIPPER] DB[LACE]
4571.9836	closure: XLS[LACE, ZIPPER] DB[LACE]
4571.1637	closure: XLS[LACE, ZIPPER] DB[LACE]
5207.9880	size_first: XLS[5] DB[6]
5207.5620	size_first: XLS[5] DB[6]
5207.5685	size_first: XLS[5] DB[6]
5207.9885	size_first: XLS[5] DB[6]
5207.1220	size_first: XLS[5] DB[6]
5206.1220	size_first: XLS[5] DB[6]
5206.5680	size_first: XLS[5] DB[6]
5206.9880	size_first: XLS[5] DB[6]
5208.1501	size_first: XLS[5] DB[6]
5208.5601	color_name: XLS[Blue Nubuck Suede] DB[Blue�Nubuck Suede] | size_first: XLS[5] DB[6]
5208.9801	size_first: XLS[5] DB[6]
48951.1500	type: XLS[Boots] DB[Boot]
48951.1502	type: XLS[Boots] DB[Boot]
48951.9800	type: XLS[Boots] DB[Boot]
48951.9802	type: XLS[Boots] DB[Boot]
